super_opeid,name,cohort,type,tier,iclevel,state,count,access,success,mobility
11112,Fashion Institute Of Design & Merchandising,1985,Private For-profit,Four-year for-profit,Four-year,CA,1337,11.146037,16.70414,1.8618497
11112,Fashion Institute Of Design & Merchandising,1986,Private For-profit,Four-year for-profit,Four-year,CA,1453,10.875997,21.97097,2.3895619
11112,Fashion Institute Of Design & Merchandising,1987,Private For-profit,Four-year for-profit,Four-year,CA,1511,9.5698099,23.175512,2.2178524
11112,Fashion Institute Of Design & Merchandising,1988,Private For-profit,Four-year for-profit,Four-year,CA,1523,10.501916,28.19108,2.9606037
11112,Fashion Institute Of Design & Merchandising,1989,Private For-profit,Four-year for-profit,Four-year,CA,1516,10.163589,27.224995,2.7670364
11112,Fashion Institute Of Design & Merchandising,1990,Private For-profit,Four-year for-profit,Four-year,CA,1517,9.3934011,23.064413,2.166533
11112,Fashion Institute Of Design & Merchandising,1991,Private For-profit,Four-year for-profit,Four-year,CA,1401,9.4644308,33.252151,3.1471272
2866,Fashion Institute Of Technology,1980,Public,Selective public,Four-year,NY,1208,16.093393,24.347277,3.9183033
2866,Fashion Institute Of Technology,1981,Public,Selective public,Four-year,NY,1201,11.960927,32.245979,3.8569183
2866,Fashion Institute Of Technology,1982,Public,Selective public,Four-year,NY,1216,10.565333,30.072807,3.1772926
2866,Fashion Institute Of Technology,1983,Public,Selective public,Four-year,NY,1096,9.7737331,21.506212,2.1019599
2866,Fashion Institute Of Technology,1984,Public,Selective public,Four-year,NY,1074,10.975927,29.798487,3.2706604
2866,Fashion Institute Of Technology,1985,Public,Selective public,Four-year,NY,1231,8.9455128,26.364159,2.3584092
2866,Fashion Institute Of Technology,1986,Public,Selective public,Four-year,NY,1274,11.170406,29.987839,3.3497639
2866,Fashion Institute Of Technology,1987,Public,Selective public,Four-year,NY,1230,9.0484028,39.751827,3.5969052
2866,Fashion Institute Of Technology,1988,Public,Selective public,Four-year,NY,1273,9.2271786,44.885574,4.1416721
2866,Fashion Institute Of Technology,1989,Public,Selective public,Four-year,NY,1349,7.7514334,43.955414,3.4071748
2866,Fashion Institute Of Technology,1990,Public,Selective public,Four-year,NY,1350,8.0151682,26.893589,2.1555665
2866,Fashion Institute Of Technology,1991,Public,Selective public,Four-year,NY,1262,8.4270086,30.072065,2.5341756
1003,Faulkner University,1980,Private Non-profit,Selective private,Four-year,AL,243,15.459053,5.041091,.77930498
1003,Faulkner University,1981,Private Non-profit,Selective private,Four-year,AL,226,16.971336,7.8742094,1.3363585
1003,Faulkner University,1982,Private Non-profit,Selective private,Four-year,AL,214,16.41811,.05426164,.0089087356
1003,Faulkner University,1983,Private Non-profit,Selective private,Four-year,AL,223,16.21557,8.6592798,1.4041517
1003,Faulkner University,1984,Private Non-profit,Selective private,Four-year,AL,203,17.008183,5.4263773,.92292821
1003,Faulkner University,1985,Private Non-profit,Selective private,Four-year,AL,230,15.920295,5.2702961,.83904666
1003,Faulkner University,1986,Private Non-profit,Selective private,Four-year,AL,219,13.264245,5.5297604,.73348099
1003,Faulkner University,1987,Private Non-profit,Selective private,Four-year,AL,250,11.98649,7.0552773,.84568012
1003,Faulkner University,1988,Private Non-profit,Selective private,Four-year,AL,274,17.593689,12.132563,2.1345654
1003,Faulkner University,1989,Private Non-profit,Selective private,Four-year,AL,271,18.027279,8.8057194,1.5874316
1003,Faulkner University,1990,Private Non-profit,Selective private,Four-year,AL,318,14.645047,14.58316,2.1357107
1003,Faulkner University,1991,Private Non-profit,Selective private,Four-year,AL,255,11.583436,19.65246,2.2764304
2928,Fayetteville State University,1980,Public,Selective public,Four-year,NC,570,25.68708,11.462379,2.9443505
2928,Fayetteville State University,1981,Public,Selective public,Four-year,NC,704,25.290117,7.7400813,1.9574755
2928,Fayetteville State University,1982,Public,Selective public,Four-year,NC,635,24.724644,10.097462,2.4965615
2928,Fayetteville State University,1983,Public,Selective public,Four-year,NC,734,29.168167,10.841858,3.1623714
2928,Fayetteville State University,1984,Public,Selective public,Four-year,NC,736,25.895817,10.947083,2.8348362
2928,Fayetteville State University,1985,Public,Selective public,Four-year,NC,772,24.810345,9.404315,2.3332429
2928,Fayetteville State University,1986,Public,Selective public,Four-year,NC,902,25.090431,5.7692466,1.4475288
2928,Fayetteville State University,1987,Public,Selective public,Four-year,NC,815,25.471598,3.8927112,.99153572
2928,Fayetteville State University,1988,Public,Selective public,Four-year,NC,853,23.493702,11.002882,2.5849841
2928,Fayetteville State University,1989,Public,Selective public,Four-year,NC,781,26.613123,6.7667112,1.8008331
2928,Fayetteville State University,1990,Public,Selective public,Four-year,NC,607,24.161602,11.489001,2.7759266
2928,Fayetteville State University,1991,Public,Selective public,Four-year,NC,655,21.86142,10.392957,2.272048
7640,Fayetteville Technical Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,NC,1376,22.214083,7.8219457,1.7375735
7640,Fayetteville Technical Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,NC,1418,22.384415,11.029078,2.4687946
7640,Fayetteville Technical Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,NC,1452,20.448034,7.0663214,1.4449239
7640,Fayetteville Technical Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,NC,1438,20.813824,8.6847897,1.8076367
7640,Fayetteville Technical Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,NC,1453,20.122013,4.7459917,.95498896
7640,Fayetteville Technical Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,NC,1390,20.639051,8.0448112,1.6603727
7640,Fayetteville Technical Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,NC,1351,20.931616,5.7260919,1.1985636
7640,Fayetteville Technical Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,NC,1270,21.913839,4.257678,.93302077
7640,Fayetteville Technical Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,NC,1377,22.551249,3.2488632,.73265928
7640,Fayetteville Technical Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,NC,1525,23.49246,6.1265888,1.4392865
7640,Fayetteville Technical Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,NC,1550,24.880882,5.1818023,1.2892781
7640,Fayetteville Technical Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,NC,1552,24.267061,10.064342,2.4423201
8597,Feather River College,1980,Public,Two-year (public and private not-for-profit),Two-year,CA,181,20.06679,10.324756,2.0718467
8597,Feather River College,1981,Public,Two-year (public and private not-for-profit),Two-year,CA,171,12.61244,9.4942322,1.1974543
8597,Feather River College,1982,Public,Two-year (public and private not-for-profit),Two-year,CA,185,19.956825,6.4916596,1.2955292
8597,Feather River College,1983,Public,Two-year (public and private not-for-profit),Two-year,CA,172,19.738712,5.8686757,1.1584011
8597,Feather River College,1984,Public,Two-year (public and private not-for-profit),Two-year,CA,169,12.652559,5.422688,.68610883
8597,Feather River College,1985,Public,Two-year (public and private not-for-profit),Two-year,CA,136,15.310515,9.0962458,1.3926822
8597,Feather River College,1986,Public,Two-year (public and private not-for-profit),Two-year,CA,115,14.664656,4.5102248,.6614089
8597,Feather River College,1987,Public,Two-year (public and private not-for-profit),Two-year,CA,187,19.860497,0,0
8597,Feather River College,1988,Public,Two-year (public and private not-for-profit),Two-year,CA,,,,
8597,Feather River College,1989,Public,Two-year (public and private not-for-profit),Two-year,CA,,,,
8597,Feather River College,1990,Public,Two-year (public and private not-for-profit),Two-year,CA,,,,
8597,Feather River College,1991,Public,Two-year (public and private not-for-profit),Two-year,CA,,,,
2610,Felician College,1980,Private Non-profit,Selective private,Four-year,NJ,129,14.81022,19.473177,2.8840203
2610,Felician College,1981,Private Non-profit,Selective private,Four-year,NJ,147,9.9992161,28.000334,2.7998137
2610,Felician College,1982,Private Non-profit,Selective private,Four-year,NJ,173,13.707274,13.066477,1.7910577
2610,Felician College,1983,Private Non-profit,Selective private,Four-year,NJ,167,15.121945,28.065184,4.2440019
2610,Felician College,1984,Private Non-profit,Selective private,Four-year,NJ,178,12.334393,28.109983,3.4671955
2610,Felician College,1985,Private Non-profit,Selective private,Four-year,NJ,163,12.243105,19.722551,2.4146528
2610,Felician College,1986,Private Non-profit,Selective private,Four-year,NJ,173,13.76867,21.547647,2.9668243
2610,Felician College,1987,Private Non-profit,Selective private,Four-year,NJ,213,16.35216,20.521702,3.3557415
2610,Felician College,1988,Private Non-profit,Selective private,Four-year,NJ,213,15.263721,30.660162,4.6798816
2610,Felician College,1989,Private Non-profit,Selective private,Four-year,NJ,193,11.698915,30.775789,3.6004333
2610,Felician College,1990,Private Non-profit,Selective private,Four-year,NJ,194,14.986022,17.618025,2.6402409
2610,Felician College,1991,Private Non-profit,Selective private,Four-year,NJ,206,9.2719908,16.013359,1.4847571
2260,Ferris State University,1980,Public,Selective public,Four-year,MI,1681,10.083501,17.779156,1.7927613
2260,Ferris State University,1981,Public,Selective public,Four-year,MI,1716,9.569665,18.377846,1.7586983
2260,Ferris State University,1982,Public,Selective public,Four-year,MI,1755,7.8364296,19.721869,1.5454904
2260,Ferris State University,1983,Public,Selective public,Four-year,MI,1649,6.6225619,18.52207,1.2266356
2260,Ferris State University,1984,Public,Selective public,Four-year,MI,1682,6.9237432,20.7906,1.4394878
2260,Ferris State University,1985,Public,Selective public,Four-year,MI,1793,7.0386367,27.673214,1.947817
2260,Ferris State University,1986,Public,Selective public,Four-year,MI,1729,6.8496928,24.130417,1.6528593
2260,Ferris State University,1987,Public,Selective public,Four-year,MI,1828,6.2223253,27.33256,1.7007208
2260,Ferris State University,1988,Public,Selective public,Four-year,MI,1729,6.2389383,27.494213,1.7153469
2260,Ferris State University,1989,Public,Selective public,Four-year,MI,1854,6.236167,18.861399,1.1762284
2260,Ferris State University,1990,Public,Selective public,Four-year,MI,1893,8.7292986,18.93306,1.6527232
2260,Ferris State University,1991,Public,Selective public,Four-year,MI,1807,10.102125,16.51775,1.6686437
3711,Ferrum College,1980,Private Non-profit,Selective private,Four-year,VA,226,6.5388174,14.378847,.94020653
3711,Ferrum College,1981,Private Non-profit,Selective private,Four-year,VA,205,12.786242,18.901821,2.4168324
3711,Ferrum College,1982,Private Non-profit,Selective private,Four-year,VA,210,14.914116,10.302747,1.5365636
3711,Ferrum College,1983,Private Non-profit,Selective private,Four-year,VA,203,10.154019,19.401911,1.9700738
3711,Ferrum College,1984,Private Non-profit,Selective private,Four-year,VA,202,13.868006,21.652912,3.0028272
3711,Ferrum College,1985,Private Non-profit,Selective private,Four-year,VA,213,11.470971,2.8888869,.33138338
3711,Ferrum College,1986,Private Non-profit,Selective private,Four-year,VA,214,11.183405,0,0
3711,Ferrum College,1987,Private Non-profit,Selective private,Four-year,VA,272,12.810763,6.0655284,.77704054
3711,Ferrum College,1988,Private Non-profit,Selective private,Four-year,VA,329,11.779569,12.820782,1.5102327
3711,Ferrum College,1989,Private Non-profit,Selective private,Four-year,VA,367,13.46218,10.020916,1.3490338
3711,Ferrum College,1990,Private Non-profit,Selective private,Four-year,VA,374,9.8194408,9.4225264,.92523938
3711,Ferrum College,1991,Private Non-profit,Selective private,Four-year,VA,374,13.687438,7.3515697,1.0062416
7532,Finger Lakes Community College - SUNY Office Of Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,NY,867,10.77269,11.102631,1.1960518
7532,Finger Lakes Community College - SUNY Office Of Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,NY,809,11.807565,8.1923323,.96731496
7532,Finger Lakes Community College - SUNY Office Of Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,NY,848,11.235392,15.951538,1.7922177
7532,Finger Lakes Community College - SUNY Office Of Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,NY,806,11.195937,9.3400402,1.045705
7532,Finger Lakes Community College - SUNY Office Of Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,NY,908,10.097326,8.1241961,.82032651
7532,Finger Lakes Community College - SUNY Office Of Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,NY,899,11.945283,5.3674631,.6411587
7532,Finger Lakes Community College - SUNY Office Of Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,NY,811,12.316745,11.900076,1.4657019
7532,Finger Lakes Community College - SUNY Office Of Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,NY,907,11.719869,9.6992769,1.1367425
7532,Finger Lakes Community College - SUNY Office Of Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,NY,981,11.524595,9.1104078,1.0499377
7532,Finger Lakes Community College - SUNY Office Of Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,NY,1216,12.760976,9.0405655,1.1536644
7532,Finger Lakes Community College - SUNY Office Of Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,NY,1197,14.970048,7.1555796,1.0711936
7532,Finger Lakes Community College - SUNY Office Of Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,NY,1339,14.326103,19.079529,2.7333529
12544,First Coast Technical Institute,1980,Public,Less than two-year schools of any type,Less than Two-year,FL,,,,
