super_opeid,name,type,tier,iclevel,state,count,access,success,mobility
2167,Berkshire Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,353.33334,11.552468,11.810188,1.3643686
1554,Berry College,Private Non-profit,Selective private,Four-year,GA,420.5,3.9542,30.736792,1.2153943
7947,Beth Medrash Govoha Of America,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NJ,135.66667,18.245932,13.685821,2.4971056
3808,"Bethany College of Bethany, WV",Private Non-profit,Selective private,Four-year,WV,210,7.4241281,27.571062,2.0469108
1904,"Bethany College of Lindsborg, KS",Private Non-profit,Selective private,Four-year,KS,130,6.1025929,18.577459,1.1337067
2337,Bethany Lutheran College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MN,117,6.9232779,11.57753,.80154455
1787,Bethel College,Private Non-profit,Selective private,Four-year,IN,263,5.5091243,11.347081,.62512481
3480,"Bethel University of McKenzie, TN",Private Non-profit,Selective private,Four-year,TN,113,19.760933,8.2739305,1.6350058
9058,"Bethel University of Saint Paul, MN",Private Non-profit,Selective private,Four-year,MN,601.33331,3.0818748,16.158012,.49796972
1467,Bethune Cookman University,Private Non-profit,Selective private,Four-year,FL,434,23.405243,9.2442579,2.163641
5733,Bevill State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,612,21.799784,8.3827753,1.8274268
3770,Big Bend Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,359,13.131535,12.303696,1.6156641
2836,Binghamton University,Public,Highly selective public,Four-year,NY,1975,9.4252949,53.978477,5.0876303
1122,Biola University,Private Non-profit,Selective private,Four-year,CA,535,6.932281,25.938499,1.7981297
1012,Birmingham Southern College,Private Non-profit,Selective private,Four-year,AL,288.66666,3.6849563,27.260954,1.0045542
1030,Bishop State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,641.66669,40.87936,5.5473075,2.2677038
2988,Bismarck State College,Public,Nonselective four-year public,Four-year,ND,785.33331,10.096104,24.954948,2.5194776
1638,Black Hawk College,Public,Two-year (public and private not-for-profit),Two-year,IL,1214.6666,10.202144,8.9367914,.91174442
20522,Black River Technical College,Public,Two-year (public and private not-for-profit),Two-year,AR,255,25.216055,5.9858632,1.5093985
1639,Blackburn University,Private Non-profit,Selective private,Four-year,IL,110,10.921099,11.288071,1.2327814
5390,Blackhawk Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,433.33334,8.9690971,8.4532471,.7581799
7987,Bladen Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,134,31.386398,5.5754108,1.7499206
3549,Blinn College,Public,Two-year (public and private not-for-profit),Two-year,TX,2875,10.325624,15.124557,1.5617049
2597,Bloomfield College,Private Non-profit,Selective private,Four-year,NJ,227,26.851263,22.484524,6.0373793
3315,Bloomsburg University Of Pennsylvania,Public,Selective public,Four-year,PA,1487,5.6313,27.874506,1.569697
3186,Blue Mountain Community College,Public,Two-year (public and private not-for-profit),Two-year,OR,296.5,11.905647,11.259877,1.3405612
9684,"Blue Ridge Community College of Flat Rock, NC",Public,Two-year (public and private not-for-profit),Two-year,NC,324.66666,12.863873,9.2159033,1.1855221
6819,"Blue Ridge Community College of Weyers Cave, VA",Public,Two-year (public and private not-for-profit),Two-year,VA,595.33331,10.346772,13.685827,1.4160413
3809,Bluefield State College,Public,Selective public,Four-year,WV,443.66666,18.389631,6.5168166,1.1984185
3016,Bluffton University,Private Non-profit,Selective private,Four-year,OH,202.5,2.9008987,5.1751399,.15012555
1616,Boise State University,Public,Selective public,Four-year,ID,2367.6667,7.4792609,17.081921,1.2776015
13029,Boricua College,Private Non-profit,Selective private,Four-year,NY,92.5,46.65152,7.7926135,3.6353729
20554,Bossier Parish Community College,Public,Two-year (public and private not-for-profit),Two-year,LA,820,17.159607,7.7923975,1.3371449
2128,Boston College,Private Non-profit,Other elite schools (public and private),Four-year,MA,2147.3333,2.8515625,56.210754,1.6028848
2130,Boston University,Private Non-profit,Highly selective private,Four-year,MA,3427.6667,4.0002327,50.435001,2.0175173
2038,Bowdoin College,Private Non-profit,Other elite schools (public and private),Four-year,ME,418,2.6358967,41.532085,1.0947428
3018,Bowling Green State University,Public,Selective public,Four-year,OH,3610.6667,3.6034856,20.360081,.73367262
4853,"Bradford School of Columbus, OH",Private For-profit,Two-year for-profit,Two-year,OH,130.5,20.05382,1.2662238,.25392625
9721,"Bradford School of Pittsburgh, PA",Private For-profit,Two-year for-profit,Two-year,PA,115,11.279654,5.7264929,.64592856
1641,Bradley University,Private Non-profit,Selective private,Four-year,IL,1018.6667,2.9080324,40.253021,1.1705709
2133,Brandeis University,Private Non-profit,Other elite schools (public and private),Four-year,MA,715,4.0012894,50.940468,2.0382755
7287,Brazosport College,Public,Nonselective four-year public,Four-year,TX,603.66669,13.677046,28.556961,3.9057486
1556,Brenau University,Private Non-profit,Selective private,Four-year,GA,114.66666,6.7651329,30.907478,2.0909321
2912,Brevard College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NC,119,7.730525,8.412838,.65035653
1557,Brewton Parker College,Private Non-profit,Selective private,Four-year,GA,148.5,11.572461,6.9101877,.79967874
1846,Briar Cliff University,Private Non-profit,Selective private,Four-year,IA,173.66667,9.4580288,10.41888,.9854207
20757,Briarcliffe College,Private For-profit,Four-year for-profit,Four-year,NY,430.33334,15.408872,19.080919,2.9401546
21154,Bridgerland Applied Technology College,Public,Two-year (public and private not-for-profit),Two-year,UT,94.5,11.838694,6.5821319,.77923846
3704,Bridgewater College,Private Non-profit,Selective private,Four-year,VA,309.66666,5.9629936,16.413923,.97876126
2183,Bridgewater State University,Public,Selective public,Four-year,MA,1182.3334,4.7576466,27.766918,1.3210518
3670,Brigham Young University,Private Non-profit,Selective private,Four-year,UT,5924.6665,2.2001562,29.567873,.65053946
1606,Brigham Young University - Hawaii,Private Non-profit,Selective private,Four-year,HI,184.5,5.1140194,24.442205,1.249979
