super_opeid,name,type,tier,iclevel,state,parq,success_by_q,percent
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,2,15.125263,6.9324307
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,3,21.774082,19.141718
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,4,22.092283,33.323265
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,5,32.662956,37.19986
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,1,16.512363,5.7288365
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,2,19.372494,10.765016
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,3,17.628401,18.125502
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,4,19.391205,28.722931
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,5,23.276033,36.657711
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,1,33.356514,5.7861662
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,2,37.068932,11.233881
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,3,38.115326,17.448887
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,4,36.240349,28.678066
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,5,42.742115,36.853001
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,1,1.2867546,6.6442595
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,2,7.0066462,12.116543
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,3,10.876923,20.721752
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,4,12.291334,35.635761
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,5,11.880948,24.881685
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,1,32.00898,4.9298477
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,2,32.80278,9.132288
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,3,34.47876,14.336164
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,4,38.021152,21.804741
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,5,44.981045,49.796967
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,1,8.9150238,27.479176
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,2,11.662399,30.698606
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,3,16.430521,19.870323
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,4,24.161062,13.221259
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,5,26.591536,8.7306442
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,1,5.8292861,30.77692
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,2,7.073432,26.734823
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,3,14.497974,20.595385
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,4,17.933815,14.779631
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,5,10.60294,7.1132412
1090,Arkansas State University,Public,Selective public,Four-year,AR,1,14.797317,15.929386
1090,Arkansas State University,Public,Selective public,Four-year,AR,2,14.290214,21.508322
1090,Arkansas State University,Public,Selective public,Four-year,AR,3,19.047817,23.135128
1090,Arkansas State University,Public,Selective public,Four-year,AR,4,25.861389,23.489296
1090,Arkansas State University,Public,Selective public,Four-year,AR,5,31.307125,15.93788
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,1,11.365198,13.748596
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,2,12.38435,19.968632
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,3,13.577797,27.161276
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,4,16.406992,26.908266
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,5,21.503765,12.213245
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,1,15.711419,13.475392
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,2,19.978704,20.664362
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,3,19.447523,24.561308
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,4,24.34868,24.438335
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,5,25.261497,16.860601
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,1,18.609446,9.7965746
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,2,19.209414,15.212697
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,3,17.449942,22.934862
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,4,21.654488,28.047365
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,5,26.169619,24.008495
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,1,30.677685,14.908856
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,2,21.056015,13.026695
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,3,36.578712,16.52722
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,4,28.374323,14.875817
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,5,47.091808,40.661411
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,1,13.524294,12.620264
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,2,12.560596,19.818161
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,3,18.917765,18.435762
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,4,18.176746,22.651472
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,5,18.945494,26.474323
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,1,12.475055,19.660526
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,2,11.589975,23.544907
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,3,12.892561,19.644087
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,4,18.016323,17.487333
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,5,15.103984,19.663151
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,1,15.835603,17.10009
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,2,17.2649,23.132082
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,3,19.610674,18.362621
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,4,18.796824,19.91437
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,5,20.662952,21.490843
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,1,10.662801,24.446348
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,2,9.2995281,27.279875
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,3,11.005554,20.058748
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,4,17.915718,14.373477
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,5,24.796957,13.841545
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,1,12.433701,12.081274
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,2,17.092501,18.794439
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,3,16.620312,23.388437
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,4,22.587381,22.407618
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,5,20.225039,23.328224
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,1,7.6432595,10.486932
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,2,14.508416,15.116869
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,3,15.219673,23.352289
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,4,19.862293,26.568705
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,5,25.048756,24.475214
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,1,11.945039,14.400798
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,2,10.805247,20.377598
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,3,12.450304,23.728739
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,4,13.60889,24.065527
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,5,19.22702,17.427336
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,1,18.936598,8.9580698
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,2,10.191504,12.644061
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,3,21.070984,22.598421
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,4,13.9633,28.031216
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,5,22.142416,27.76823
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,1,18.848959,10.60483
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,2,15.624171,14.73549
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,3,18.118694,20.80398
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,4,16.952013,25.033226
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,5,19.526512,28.822474
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,1,13.12511,5.216516
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,2,10.213261,15.882942
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,3,10.96705,26.292185
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,4,13.59569,34.945278
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,5,24.446751,17.663086
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,1,7.770896,8.2090712
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,2,13.802264,18.513567
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,3,19.15521,23.528259
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,4,22.20101,27.445707
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,5,20.261223,22.303404
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,1,22.743698,3.4568813
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,2,20.359947,10.000917
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,3,17.502489,20.759382
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,4,20.101767,29.563023
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,5,27.482525,36.219795
